,title,genre_list,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,ScienceFiction,TVMovie,Thriller,War,Western,vote_average,popularity,vote_count,revenue,budget,release_date,profit
152,Ralph Breaks the Internet,"Family,Animation,Comedy,Adventure",0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.2,150.336,4988,529221154,175000000,2018-11-20,354221154
153,Bad Education,"Comedy,Drama,TVMovie",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,6.7,149.192,48,0,0,2020-09-23,0
154,The SpongeBob Movie: Sponge on the Run,"Fantasy,Animation,Adventure,Comedy,Family",0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,7.0,148.178,42,4700000,60000000,2020-08-14,-55300000
155,After,"Drama,Romance",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,7.1,147.661,5056,69497587,14000000,2019-04-11,55497587
156,Enemy Lines,"War,Action",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.8,146.494,12,0,0,2020-04-24,0
157,Lost Girls & Love Hotels,"Drama,Thriller",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,5.2,145.653,53,0,0,2020-09-18,0
158,American Murder: The Family Next Door,"Documentary,Mystery,Crime",0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,7.3,145.27200000000002,183,0,0,2020-09-30,0
159,A Babysitter's Guide to Monster Hunting,"Adventure,Family,Fantasy,Comedy",0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6.3,144.757,46,0,0,2020-10-14,0
160,Spider-Man: Into the Spider-Verse,"Action,Adventure,Animation,ScienceFiction,Comedy",1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8.4,142.48,8125,375540831,90000000,2018-12-06,285540831
161,The Devil All the Time,"Crime,Drama,Thriller",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,7.4,141.97299999999998,1075,0,0,2020-09-11,0
162,The Boss Baby: Family Business,"Animation,Family,Comedy,Adventure,Fantasy",0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,141.52700000000002,0,0,0,2021-03-24,0
163,Is It Wrong to Try to Pick Up Girls in a Dungeon?: Arrow of the Orion,"Action,Adventure,Comedy,Fantasy,Romance,Animation",1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,7.9,141.39700000000002,90,0,0,2019-02-15,0
164,Vampires vs. the Bronx,"Comedy,Horror",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.3,139.704,85,0,0,2020-10-02,0
165,Aladdin,"Adventure,Fantasy,Romance,Family",0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,7.1,139.655,7042,1047612394,183000000,2019-05-22,864612394
166,Invincible,Action,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,139.548,4,0,0,2020-07-02,0
167,Monos,"Drama,Thriller",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,6.9,139.151,173,0,0,2019-09-05,0
168,Alita: Battle Angel,"Action,ScienceFiction,Adventure",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.1,139.004,5793,404852543,170000000,2019-01-31,234852543
169,Tenet,"Action,Thriller,ScienceFiction",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,7.5,138.317,2089,333900000,205000000,2020-08-22,128900000
170,Target Number One,"Crime,Thriller",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.1,138.17600000000002,23,0,138000,2020-07-10,-138000
171,Lost Bullet,"Action,Thriller,Crime",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.7,138.09799999999998,376,0,0,2020-06-19,0
172,Chemical Hearts,"Drama,Romance",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,7.6,137.275,467,0,0,2020-08-21,0
173,Dragon Ball Z: Resurrection 'F',"Action,Animation,ScienceFiction",1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.9,135.265,972,61768190,5000000,2015-04-18,56768190
174,The New Mutants,"Action,ScienceFiction,Horror,Adventure",1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,5.8,134.868,337,43724804,67000000,2020-08-26,-23275196
175,The Boys in the Band,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.0,133.817,136,0,0,2020-09-30,0
176,Last Shift,"Horror,Thriller",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,5.8,132.986,296,0,0,2014-10-25,0
177,Ready Player One,"Adventure,ScienceFiction",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.6,132.71200000000002,10262,582890172,175000000,2018-03-28,407890172
178,The Courier,"Action,Crime,Drama,Thriller",1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,6.5,132.64600000000002,282,0,0,2019-11-22,0
179,Abigail,"Adventure,Fantasy",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.8,132.501,114,1940234,7000000,2019-08-22,-5059766
180,The Last Days of American Crime,"Action,Crime,Thriller",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.5,132.407,455,0,0,2020-06-05,0
181,Antrum,Horror,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8.0,132.144,4,0,0,2020-10-23,0
182,Naruto Shippuden the Movie: Road to Ninja,"Fantasy,Animation,Action,Adventure",1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.6,131.606,433,17322136,0,2012-07-28,17322136
183,Code 8,"ScienceFiction,Action,Crime,Thriller,Drama",1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,6.2,131.533,934,157209,0,2019-12-06,157209
184,Torpedo: U-235,"Action,Adventure,War,Drama",1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,6.5,130.841,38,0,0,2019-10-23,0
185,Godzilla: King of the Monsters,"ScienceFiction,Action",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.4,130.736,3016,386600138,170000000,2019-05-29,216600138
186,Scare Package,"Horror,Comedy",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.4,129.836,22,0,0,2019-10-04,0
187,Hotel Transylvania 3: Summer Vacation,"Family,Fantasy,Comedy,Animation",0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6.9,129.609,2678,100176000,80000000,2018-06-28,20176000
188,The Grinch,"Animation,Family,Comedy,Fantasy",0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6.8,129.344,2132,508575295,75000000,2018-11-08,433575295
189,It,Horror,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.2,129.325,14248,701796444,35000000,2017-09-06,666796444
190,Deadpool 2,"Action,Comedy,Adventure",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,129.221,12224,741547413,110000000,2018-05-10,631547413
191,Chaco,War,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7.3,128.77200000000002,29,0,0,2020-01-28,0
192,The Meg,"Action,ScienceFiction,Horror",1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,6.1,128.747,4524,530243742,150000000,2018-08-09,380243742
193,S.W.A.T.,"Action,Crime,Drama",1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.5,127.285,27,0,0,2019-12-29,0
194,My Spy,"Family,Action,Comedy",1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.1,127.244,584,4418501,0,2020-01-09,4418501
195,Host,Horror,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.1,127.054,215,0,0,2020-07-30,0
196,Monster Hunter,"Fantasy,Action,Adventure",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,126.512,0,0,60000000,2020-12-03,-60000000
197,Ride Your Wave,"Animation,Romance,Comedy,Drama,Fantasy",0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,7.0,126.255,40,0,0,2019-06-21,0
198,The Call of the Wild,"Drama,Adventure,Family",0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,7.5,126.125,1930,107604626,109000000,2020-02-19,-1395374
199,Rambo: Last Blood,"Action,Thriller,Drama",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,6.4,125.945,2207,91490353,50000000,2019-09-19,41490353
200,Guest House,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7,125.741,15,0,0,2020-09-04,0
201,Ju-on: The Grudge 2,"Horror,Thriller",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,6.4,125.682,176,0,0,2003-08-15,0
202,El encanto,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.4,125.314,44,0,0,2020-07-30,0
203,Monsoon,"Drama,Romance",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4.3,125.01899999999999,7,0,0,2020-09-25,0
204,ABCs of Death 2 1/2,Horror,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.2,124.67,27,0,0,2016-08-02,0
205,Blood and Money,Thriller,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.0,124.589,39,0,475000,2020-05-15,-475000
206,Toxic,"Thriller,ScienceFiction",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,7.2,124.289,19,0,0,2020-04-23,0
207,Re:ZERO -Starting Life in Another World-: Memory Snow,"Animation,Adventure,Fantasy",0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.3,123.353,59,0,0,2018-10-06,0
208,Captain Marvel,"Action,Adventure,ScienceFiction",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.0,123.193,10212,1128276090,152000000,2019-03-06,976276090
209,Dino King: Journey to Fire Mountain,"Animation,Adventure",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8,122.948,77,0,0,2019-12-25,0
210,Dark Phoenix,"ScienceFiction,Action,Adventure",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.1,122.89399999999999,3999,252442974,200000000,2019-06-05,52442974
211,Black and Blue,"Action,Thriller",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.7,122.68299999999999,389,0,12000000,2019-10-25,-12000000
212,Charlie's Angels,"Action,Adventure,Comedy",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,121.848,1628,73279888,48000000,2019-11-14,25279888
213,Naruto Shippuden the Movie: Blood Prison,"Thriller,Animation,Action,Comedy,Horror,Mystery",1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,7.0,121.37899999999999,180,0,0,2011-07-30,0
214,Saga of Tanya the Evil: The Movie,"Animation,Action,War,Fantasy",1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,8.0,121.37,70,0,0,2019-02-08,0
215,Spies in Disguise,"Animation,Action,Adventure,Comedy",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8,120.69200000000001,1684,171616764,100000000,2019-12-04,71616764
216,Harry Potter and the Philosopher's Stone,"Adventure,Fantasy,Family",0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,7.9,120.62799999999999,18409,976475550,125000000,2001-11-16,851475550
217,Angel Has Fallen,"Action,Thriller",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.4,120.22,2015,146661977,40000000,2019-08-21,106661977
218,Spenser Confidential,"Comedy,Action,Thriller",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.6,119.649,1239,0,0,2020-03-06,0
219,Z-O-M-B-I-E-S 2,"Music,Romance,TVMovie",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,8.4,118.97399999999999,272,0,0,2020-02-14,0
220,Parasite,"Comedy,Thriller,Drama",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,8.5,118.83,9466,257591776,11363000,2019-05-30,246228776
221,Shazam!,"Action,Comedy,Fantasy",1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.0,118.376,5651,363533271,80000000,2019-03-29,283533271
222,Dora and the Lost City of Gold,"Adventure,Comedy,Family",0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.8,118.21600000000001,1053,116826172,49000000,2019-08-08,67826172
223,Geostorm,"Action,ScienceFiction,Thriller",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,6.0,117.86200000000001,3146,221600160,120000000,2017-10-13,101600160
224,Abominable,"Animation,Adventure,Comedy,Family",0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.6,117.74,1208,111615070,75000000,2019-09-19,36615070
225,A Perfect Plan,"Action,Crime,Mystery,Thriller",1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,5.2,116.77799999999999,10,0,0,2020-05-01,0
226,Kill Chain,Thriller,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.0,116.34899999999999,46,0,0,2020-02-20,0
227,Father There Is Only One 2,"Comedy,Family",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.7,116.012,36,14871307,4000000,2020-07-29,10871307
228,The Legend of the Galactic Heroes: Die Neue These Seiran 1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2,115.385,6,0,0,2019-09-27,0
229,How to Train Your Dragon: The Hidden World,"Animation,Family,Adventure",0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.8,115.29899999999999,4001,517526875,129000000,2019-01-03,388526875
230,So Much Love to Give,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,115.03299999999999,39,0,0,2020-09-09,0
231,"Devoto, la invasión silenciosa","ScienceFiction,Thriller,Action",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4.0,114.777,2,0,0,2020-05-07,0
232,Maquia: When the Promised Flower Blooms,"Animation,Drama,Fantasy",0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,7.5,114.715,187,0,0,2018-02-24,0
233,In the Arms of an Assassin,"Romance,Thriller",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,8.1,114.05799999999999,190,0,0,2019-12-06,0
234,Black Panther,"Action,Adventure,Fantasy,ScienceFiction",1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,7.4,113.78399999999999,16154,1346739107,200000000,2018-02-13,1146739107
235,The Rhythm Section,"Action,Thriller",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.6,113.765,242,0,50000000,2020-01-31,-50000000
236,Doom: Annihilation,"Action,ScienceFiction,Horror,Mystery",1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,4.8,113.652,202,0,0,2019-09-30,0
237,Rogue Warfare,"Action,War",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.7,112.05799999999999,84,0,0,2019-10-04,0
238,Wotakoi: Love is Hard for Otaku,"Comedy,Romance",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.6,111.37,21,0,0,2020-02-07,0
239,They Live Inside Us,Horror,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.2,111.13799999999999,10,0,0,2020-10-06,0
240,The Last Thing He Wanted,"Drama,Thriller",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4.9,110.723,263,0,0,2020-02-14,0
241,Black Water: Abyss,"Horror,Thriller,Adventure",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,5.5,110.541,84,0,0,2020-07-09,0
242,Harry Potter and the Goblet of Fire,"Adventure,Fantasy,Family",0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,7.8,109.855,14199,895921036,150000000,2005-11-16,745921036
243,Marlene,Action,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1,109.613,23,0,0,2020-01-22,0
244,Justice League Dark: Apokolips War,"Animation,Action,Adventure,Fantasy,ScienceFiction",1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,8.4,109.544,776,0,0,2020-05-05,0
245,Trinity Seven 2: Heavens Library & Crimson Lord,"Animation,Action,Fantasy,Comedy",1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.7,109.26899999999999,8,0,0,2019-03-29,0
246,Scream at the Devil,"Thriller,Mystery",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,5.4,108.329,30,0,0,2015-10-30,0
247,Harry Potter and the Prisoner of Azkaban,"Adventure,Fantasy",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.0,108.194,14848,789804554,130000000,2004-05-31,659804554
248,Spider-Man: Homecoming,"Action,Adventure,ScienceFiction,Drama",1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,7.4,106.62200000000001,15016,880166924,175000000,2017-07-05,705166924
249,Anna,"Thriller,Action",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.7,106.20299999999999,1332,31329947,34000000,2019-06-19,-2670053
250,Stairs,"Horror,Action,ScienceFiction",1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4.7,105.749,7,0,0,2020-02-14,0
251,The Innocence,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.2,105.685,43,0,0,2020-01-10,0
252,Thor: Ragnarok,"Action,Adventure,Comedy,Fantasy",1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.6,105.617,14740,853977126,180000000,2017-10-25,673977126
253,The Reaping,Horror,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.6,105.59,506,62771059,40000000,2007-04-05,22771059
254,Primal,Action,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,105.402,142,0,0,2019-12-27,0
255,Jurassic World: Fallen Kingdom,"Action,Adventure,ScienceFiction",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.6,105.042,8201,1303459585,170000000,2018-06-06,1133459585
256,The Kill Team,"Drama,Action,Thriller",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,6.7,104.93799999999999,219,0,0,2019-10-17,0
257,Work It,"Comedy,Music",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.8,104.571,683,0,0,2020-08-07,0
258,"Fireworks, Should We See it from the Side or the Bottom?","Romance,Fantasy,Animation,Family,Drama,Adventure",0,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,6.3,104.419,173,26617621,0,2017-08-18,26617621
259,Badland,Western,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.6,104.199,55,0,0,2019-11-01,0
260,Sword Art Online: The Movie - Ordinal Scale,"Action,Adventure,Fantasy,Romance,Animation,ScienceFiction",1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,7.5,103.554,321,20725409,0,2017-02-18,20725409
261,Primal: Tales of Savagery,"Action,Adventure,Animation",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.1,103.37299999999999,96,0,0,2019-11-21,0
262,Steven Universe: The Movie,"Animation,Adventure,Comedy,Family,Fantasy,Music,Action,Drama",1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,8.4,103.11,481,0,0,2019-09-02,0
263,Evangelion: 3.0+1.0 Thrice Upon a Time,"Animation,Action,Drama,ScienceFiction",1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,102.90799999999999,0,0,0,2021-01-23,0
264,The Predator,"ScienceFiction,Action,Thriller,Adventure,Horror,Comedy",1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,5.5,102.78399999999999,3043,160542134,88000000,2018-09-05,72542134
265,Deadpool,"Action,Adventure,Comedy",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,102.63799999999999,23716,783100000,58000000,2016-02-09,725100000
266,Yu-Gi-Oh!: The Dark Side of Dimensions,"Adventure,Animation",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2,102.34700000000001,162,1015339,0,2016-04-23,1015339
267,The Trial of the Chicago 7,"Drama,History,Thriller",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,7.9,102.215,176,0,0,2020-09-25,0
268,"Love, Guaranteed","Romance,Comedy",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.6,102.06299999999999,303,0,0,2020-09-02,0
269,The Babysitter: Killer Queen,"Horror,Comedy",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.8,101.53200000000001,497,0,0,2020-09-10,0
270,The Vast of Night,"Mystery,ScienceFiction,Drama",0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,6.4,101.148,340,0,0,2020-05-15,0
271,La llorona,"Thriller,Horror,Drama",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,6.1,101.081,82,0,0,2020-01-22,0
272,Hacksaw Ridge,"Drama,History,War",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,8.1,101.068,8738,175302354,40000000,2016-10-07,135302354
273,Grand Isle,"Action,Thriller",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.2,100.98100000000001,82,0,0,2019-12-06,0
274,Journey to China: The Mystery of Iron Mask,"Adventure,Fantasy",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.2,100.79299999999999,160,0,49000000,2019-08-16,-49000000
275,Money Heist: The Phenomenon,Documentary,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.7,100.681,449,0,0,2020-04-03,0
276,Stargirl,"Comedy,Drama,Romance",0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,7.7,100.182,340,0,0,2020-03-10,0
277,Ted 2,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,100.075,5197,215863606,68000000,2015-06-25,147863606
278,Naruto Shippuden the Movie: The Lost Tower,"Adventure,Action,Animation",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,99.721,156,0,0,2010-07-31,0
279,Ford v Ferrari,"Drama,History",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7.9,99.525,3533,225508210,97600000,2019-11-13,127908210
280,Adventures of Rufus: The Fantastic Pet,"Adventure,Family,Fantasy",0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5.7,99.51700000000001,14,0,0,2020-05-26,0
281,The Haunting of Margam Castle,Horror,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.7,99.15899999999999,23,0,0,2020-09-01,0
282,Wonder Woman,"Action,Adventure,Fantasy",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.3,98.883,15324,821847012,149000000,2017-05-30,672847012
283,The Moment You Fall in Love,"Drama,Animation,Romance,Comedy",0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,7.5,98.82700000000001,89,0,0,2016-12-17,0
284,Earth and Blood,"Action,Thriller",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.3,98.76,200,0,0,2020-04-17,0
285,Containment,"Thriller,Horror,ScienceFiction",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,5.2,98.719,66,0,0,2015-07-09,0
286,Justice League,"Action,Adventure,Fantasy,ScienceFiction",1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,6.2,98.21799999999999,9697,657924295,300000000,2017-11-15,357924295
287,Fearless,"Animation,Comedy",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,98.06200000000001,60,0,0,2020-08-14,0
288,Emperor,"Drama,History",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,8.4,98.03399999999999,25,0,0,2020-08-18,0
289,Whiteout,"Action,Crime,Mystery,Thriller",1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,5.4,97.64200000000001,452,17976667,40000000,2009-09-09,-22023333
290,The Social Dilemma,"Documentary,Drama",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7.8,96.994,508,0,0,2020-01-26,0
291,Tokyo Ghoul,"Action,Drama,Horror,Thriller",1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,7.1,96.729,214,0,0,2017-07-16,0
292,The Viking War,"History,Fantasy,Drama",0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,4.8,96.715,11,0,0,2019-10-15,0
293,Timmy Failure: Mistakes Were Made,"Family,Mystery,Comedy,Fantasy",0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,6.2,95.764,95,0,45000000,2020-01-25,-45000000
294,#Alive,"Action,Horror,Thriller",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,7.4,95.64399999999999,569,13416285,6300000,2020-06-24,7116285
295,Incredibles 2,"Action,Adventure,Animation,Family",1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.5,95.134,9204,1242805359,200000000,2018-06-14,1042805359
296,The Hobbit: The Battle of the Five Armies,"Action,Adventure,Fantasy",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.3,93.837,10297,956019788,250000000,2014-12-10,706019788
297,Crawl,"Thriller,Horror,Drama",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,6.3,93.579,1790,89203432,13500000,2019-07-11,75703432
298,Finding Grace,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.1,93.39,9,0,0,2020-04-21,0
299,Tremors: Shrieker Island,"Action,Horror",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.5,93.024,12,0,0,2020-10-20,0
300,Batman: Death in the Family,"Animation,Action",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4,92.79899999999999,9,0,0,2020-10-13,0
301,Hellboy,"Action,Adventure,Fantasy,ScienceFiction",1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5.4,92.735,2067,44664690,50000000,2019-04-10,-5335310
302,Jungel Beat: The Movie,Animation,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4,92.671,70,0,0,2020-06-26,0
303,Sadako,Horror,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.5,92.63799999999999,49,5481562,0,2019-05-24,5481562
